Data i czas,Poziom,Ważność,Kategoria,Wiadomość,Szczegóły
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 7983,"{""process_id"": ""1466"", ""formssessionname"": ""20250607-041212-1-192.168.101.142"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133553530"", ""formsusername"": ""jniznik@eskulap"", ""thread"": ""1466"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 120976,"{""process_id"": ""389"", ""formssessionname"": ""20250606-121300-1-192.168.101.190"", ""formsformname"": ""IPMAIN"", ""formsdbsessionid"": ""(no-db-session)"", ""formsusername"": ""@"", ""thread"": ""389"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 3163,"{""process_id"": ""1024"", ""formssessionname"": ""20250607-172806-1-192.168.101.128"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133561921"", ""formsusername"": ""epekala@eskulap"", ""thread"": ""1024"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 46726,"{""process_id"": ""1817"", ""formssessionname"": ""20250607-052223-1-192.168.101.190"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133526614"", ""formsusername"": ""bgalka@eskulap"", ""thread"": ""1817"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 7956,"{""process_id"": ""1058"", ""formssessionname"": ""20250607-194631-1-192.168.100.20"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133566621"", ""formsusername"": ""mkondys@eskulap"", ""thread"": ""1058"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 138352,"{""process_id"": ""1729"", ""formssessionname"": ""20250606-070557-1-192.168.101.190"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133367365"", ""formsusername"": ""mhalczak@eskulap"", ""thread"": ""1729"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 7638,"{""process_id"": ""941"", ""formssessionname"": ""20250607-170655-1-192.168.101.135"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133561188"", ""formsusername"": ""dwojtowicz@eskulap"", ""thread"": ""941"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 1233,"{""process_id"": ""1267"", ""formssessionname"": ""20250607-213826-1-192.168.101.143"", ""formsformname"": ""SLISTPAC"", ""formsdbsessionid"": ""133556428"", ""formsusername"": ""kwesniuk@eskulap"", ""thread"": ""1267"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 6085,"{""process_id"": ""316"", ""formssessionname"": ""20250607-061804-1-192.168.101.103"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133528677"", ""formsusername"": ""bsochan@eskulap"", ""thread"": ""316"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 111790,"{""process_id"": ""10"", ""formssessionname"": ""20250606-143154-1-192.168.103.204"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133479611"", ""formsusername"": ""esek@eskulap"", ""thread"": ""10"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 12562,"{""process_id"": ""465"", ""formssessionname"": ""20250607-175752-1-192.168.102.10"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133553463"", ""formsusername"": ""jflorek@eskulap"", ""thread"": ""465"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 126251,"{""process_id"": ""1879"", ""formssessionname"": ""20250606-083146-1-192.168.101.145"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133388452"", ""formsusername"": ""mkuc@eskulap"", ""thread"": ""1879"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 1150,"{""process_id"": ""491"", ""formssessionname"": ""20250607-182245-1-192.168.101.185"", ""formsformname"": ""SLISTPAC"", ""formsdbsessionid"": ""133553824"", ""formsusername"": ""tbak@eskulap"", ""thread"": ""491"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 126942,"{""process_id"": ""1703"", ""formssessionname"": ""20250606-062604-1-192.168.101.96"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133350340"", ""formsusername"": ""rbiedron@eskulap"", ""thread"": ""1703"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 111205,"{""process_id"": ""1018"", ""formssessionname"": ""20250606-111815-1-192.168.103.202"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133441641"", ""formsusername"": ""asmolecka@eskulap"", ""thread"": ""1018"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 137327,"{""process_id"": ""1842"", ""formssessionname"": ""20250606-070655-1-192.168.101.179"", ""formsformname"": ""ODWYWIAD"", ""formsdbsessionid"": ""133352791"", ""formsusername"": ""isak@eskulap"", ""thread"": ""1842"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 126754,"{""process_id"": ""328"", ""formssessionname"": ""20250606-064658-1-192.168.101.179"", ""formsformname"": ""IPREPRUN"", ""formsdbsessionid"": ""133351437"", ""formsusername"": ""jbiela@eskulap"", ""thread"": ""328"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 55783,"{""process_id"": ""763"", ""formssessionname"": ""20250607-053520-1-192.168.100.20"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133527093"", ""formsusername"": ""alatawiec@eskulap"", ""thread"": ""763"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 1875,"{""process_id"": ""935"", ""formssessionname"": ""20250607-211726-1-192.168.101.185"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133556089"", ""formsusername"": ""epekala@eskulap"", ""thread"": ""935"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 14455,"{""process_id"": ""1362"", ""formssessionname"": ""20250606-220316-1-192.168.102.10"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133553432"", ""formsusername"": ""jflorek@eskulap"", ""thread"": ""1362"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,SLISTPAC > RILOCK: 56331ms,"{""process_id"": ""823"", ""formssessionname"": ""20250607-124927-1-192.168.101.103"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133549170"", ""formsusername"": ""bsochan@eskulap"", ""thread"": ""823"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 1858,"{""process_id"": ""1066"", ""formssessionname"": ""20250607-124927-1-192.168.101.103"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133549170"", ""formsusername"": ""bsochan@eskulap"", ""thread"": ""1066"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 39631,"{""process_id"": ""1715"", ""formssessionname"": ""20250607-095340-1-192.168.101.191"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133506391"", ""formsusername"": ""jciezak@eskulap"", ""thread"": ""1715"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 6058,"{""process_id"": ""815"", ""formssessionname"": ""20250607-170717-1-192.168.101.103"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133561195"", ""formsusername"": ""bsochan@eskulap"", ""thread"": ""815"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 131557,"{""process_id"": ""952"", ""formssessionname"": ""20250606-084819-1-192.168.103.204"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133417472"", ""formsusername"": ""esek@eskulap"", ""thread"": ""952"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 133820,"{""process_id"": ""335"", ""formssessionname"": ""20250606-082304-1-192.168.103.204"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133387541"", ""formsusername"": ""Wszatkowski@eskulap"", ""thread"": ""335"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 27528,"{""process_id"": ""1171"", ""formssessionname"": ""20250607-115741-1-192.168.101.185"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133548427"", ""formsusername"": ""wgoryczka@eskulap"", ""thread"": ""1171"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 7923,"{""process_id"": ""285"", ""formssessionname"": ""20250607-041212-1-192.168.101.142"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133553530"", ""formsusername"": ""jniznik@eskulap"", ""thread"": ""285"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 120915,"{""process_id"": ""1049"", ""formssessionname"": ""20250606-121300-1-192.168.101.190"", ""formsformname"": ""IPMAIN"", ""formsdbsessionid"": ""(no-db-session)"", ""formsusername"": ""@"", ""thread"": ""1049"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 3102,"{""process_id"": ""808"", ""formssessionname"": ""20250607-172806-1-192.168.101.128"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133561921"", ""formsusername"": ""epekala@eskulap"", ""thread"": ""808"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 46665,"{""process_id"": ""389"", ""formssessionname"": ""20250607-052223-1-192.168.101.190"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133526614"", ""formsusername"": ""bgalka@eskulap"", ""thread"": ""389"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,SLISTPAC > RILOCK: 61ms,"{""process_id"": ""2128"", ""formssessionname"": ""20250607-194631-1-192.168.100.20"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133566621"", ""formsusername"": ""mkondys@eskulap"", ""thread"": ""2128"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 7895,"{""process_id"": ""1466"", ""formssessionname"": ""20250607-194631-1-192.168.100.20"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133566621"", ""formsusername"": ""mkondys@eskulap"", ""thread"": ""1466"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,Ładowanie formularza RilockForm z Eskulap.Core.Gen.,"{""process_id"": ""2128"", ""formssessionname"": ""20250607-194631-1-192.168.100.20"", ""formsformname"": ""SLISTPAC"", ""formsdbsessionid"": ""133566621"", ""formsusername"": ""mkondys@eskulap"", ""thread"": ""2128"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,Uruchomiono nowy wątek formularza (thread id=2128),"{""process_id"": ""2128"", ""formssessionname"": ""no_session"", ""formsusername"": ""anonymous"", ""thread"": ""2128"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 7578,"{""process_id"": ""313"", ""formssessionname"": ""20250607-170655-1-192.168.101.135"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133561188"", ""formsusername"": ""dwojtowicz@eskulap"", ""thread"": ""313"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 138291,"{""process_id"": ""85"", ""formssessionname"": ""20250606-070557-1-192.168.101.190"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133367365"", ""formsusername"": ""mhalczak@eskulap"", ""thread"": ""85"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 1173,"{""process_id"": ""133"", ""formssessionname"": ""20250607-213826-1-192.168.101.143"", ""formsformname"": ""SLISTPAC"", ""formsdbsessionid"": ""133556428"", ""formsusername"": ""kwesniuk@eskulap"", ""thread"": ""133"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 6024,"{""process_id"": ""638"", ""formssessionname"": ""20250607-061804-1-192.168.101.103"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133528677"", ""formsusername"": ""bsochan@eskulap"", ""thread"": ""638"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 111729,"{""process_id"": ""1504"", ""formssessionname"": ""20250606-143154-1-192.168.103.204"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133479611"", ""formsusername"": ""esek@eskulap"", ""thread"": ""1504"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 12501,"{""process_id"": ""242"", ""formssessionname"": ""20250607-175752-1-192.168.102.10"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133553463"", ""formsusername"": ""jflorek@eskulap"", ""thread"": ""242"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 126190,"{""process_id"": ""252"", ""formssessionname"": ""20250606-083146-1-192.168.101.145"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133388452"", ""formsusername"": ""mkuc@eskulap"", ""thread"": ""252"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 1089,"{""process_id"": ""1469"", ""formssessionname"": ""20250607-182245-1-192.168.101.185"", ""formsformname"": ""SLISTPAC"", ""formsdbsessionid"": ""133553824"", ""formsusername"": ""tbak@eskulap"", ""thread"": ""1469"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 126881,"{""process_id"": ""1286"", ""formssessionname"": ""20250606-062604-1-192.168.101.96"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133350340"", ""formsusername"": ""rbiedron@eskulap"", ""thread"": ""1286"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 111144,"{""process_id"": ""584"", ""formssessionname"": ""20250606-111815-1-192.168.103.202"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133441641"", ""formsusername"": ""asmolecka@eskulap"", ""thread"": ""584"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 137266,"{""process_id"": ""1253"", ""formssessionname"": ""20250606-070655-1-192.168.101.179"", ""formsformname"": ""ODWYWIAD"", ""formsdbsessionid"": ""133352791"", ""formsusername"": ""isak@eskulap"", ""thread"": ""1253"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 126693,"{""process_id"": ""2193"", ""formssessionname"": ""20250606-064658-1-192.168.101.179"", ""formsformname"": ""IPREPRUN"", ""formsdbsessionid"": ""133351437"", ""formsusername"": ""jbiela@eskulap"", ""thread"": ""2193"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,Uruchomiono nowy wątek formularza (thread id=823),"{""process_id"": ""823"", ""formssessionname"": ""no_session"", ""formsusername"": ""anonymous"", ""thread"": ""823"", ""type"": ""Info""}"
2025-06-08 00:00:27,INFORMACJA,niski,Ogólne ostrzeżenie,#-> Ping - seconds since last user activity: 55722,"{""process_id"": ""1623"", ""formssessionname"": ""20250607-053520-1-192.168.100.20"", ""formsformname"": ""RILOCK"", ""formsdbsessionid"": ""133527093"", ""formsusername"": ""alatawiec@eskulap"", ""thread"": ""1623"", ""type"": ""Info""}"
